StoreId,AmeLB,AmeWA,AmeDR,AmeWF,AmeNB,AmeLU,Amenities,Latitude,AmeOther,AmeBA,AmeXO,Address,AmeFZ,AmePS,Name,AmeVS,Url,Longitude,AmeRW,AmeEM,AmeGO,AmeSQ,AmeMX,AmeCL,AmeCD,PhoneNumber,AmeCS
11040,1,1,1,0,0,1,"{u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",40.71378,,0,1,"""120 Church Street"",""New York, NY 10007""",0,0,Church Street &amp; Murray,0,https://www.starbucks.com/store-locator/store/11040/church-street-murray-120-church-street-new-york-ny-100072402-us,-74.009126,0,0,1,0,1,0,1,212-513-1451,0
8692,1,1,1,0,0,1,"{u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",40.715536,,0,1,"""125 Chambers Street"",""New York, NY 10007""",0,0,Chambers and West Broadway,0,https://www.starbucks.com/store-locator/store/8692/chambers-and-west-broadway-125-chambers-street-new-york-ny-100071331-us,-74.009036,0,0,1,0,1,0,1,212-791-6368,0
13537,1,1,1,0,0,1,"{u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",40.712208,,0,1,"""233 Broadway"",""New York, NY 10279""",0,0,Broadway at Barclay Str,0,https://www.starbucks.com/store-locator/store/13537/broadway-at-barclay-str-233-broadway-new-york-ny-102790001-us,-74.008192,0,0,1,0,1,0,1,212-619-1529,0
16209,1,1,1,1,0,1,"{u'WF': u'Wireless Hotspot', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'LU': u'Lunch', u'CD': u'Mobile Payment', u'VS': u'Verismo', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",40.710924,,0,1,"""195 Broadway"",""New York, NY 10007""",0,0,195 Broadway,1,https://www.starbucks.com/store-locator/store/16209/195-broadway-195-broadway-new-york-ny-100073100-us,-74.010283,0,0,0,0,1,0,1,212 3851104,0
18526,1,1,1,1,0,1,"{u'WF': u'Wireless Hotspot', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",40.714855,,0,1,"""291 Broadway"",""New York, NY 10007""",0,0,Broadway &amp; Reade,0,https://www.starbucks.com/store-locator/store/18526/broadway-reade-291-broadway-new-york-ny-100071814-us,-74.005933,0,0,0,0,1,0,1,212 406 5310,0
1014357,1,1,1,0,0,1,"{u'PS': u'Playbook Store System', u'RW': u'My Starbucks Rewards', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",40.710798,,0,1,"""222 Broadway"",""New York, NY 10007""",0,1,222 Broadway,0,https://www.starbucks.com/store-locator/store/1014357/222-broadway-222-broadway-new-york-ny-10007-us,-74.008646,1,0,1,0,1,0,0,6466476873,0
1015738,1,1,1,1,0,1,"{u'WF': u'Wireless Hotspot', u'RW': u'My Starbucks Rewards', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CL': u'Starbucks Reserve-Clover Brewed', u'PS': u'Playbook Store System', u'FZ': u'Fizzio Handcrafted Sodas', u'CD': u'Mobile Payment', u'CS': u'tbd - Coffee Scale', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards'}",40.71417,,0,1,"""250 Vesey Street"",""203"",""New York, NY 10281""",1,1,Brookfield Place 2,0,https://www.starbucks.com/store-locator/store/1015738/brookfield-place-2-250-vesey-street-new-york-ny-10281-us,-74.015437,1,0,1,0,0,1,1,6466185392,1
12020,1,1,1,0,0,1,"{u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",40.711644,,0,1,"""38 Park Row"",""#4"",""New York, NY 10038""",0,0,Park Row at Beekman St,0,https://www.starbucks.com/store-locator/store/12020/park-row-at-beekman-st-38-park-row-new-york-ny-100381551-us,-74.006667,0,0,1,0,1,0,1,212-608-8073,0
10655,1,1,1,0,0,1,"{u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'LU': u'Lunch', u'CD': u'Mobile Payment', u'VS': u'Verismo', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",40.710171,,0,1,"""130 Fulton Street"",""New York, NY 10038""",0,0,Nassau &amp; Fulton,1,https://www.starbucks.com/store-locator/store/10655/nassau-fulton-130-fulton-street-new-york-ny-100382504-us,-74.007931,0,0,1,0,1,0,1,212-962-0439,0
14988,1,1,1,1,0,1,"{u'WF': u'Wireless Hotspot', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",40.709527,,0,1,"""165 Broadway"",""New York, NY 10006""",0,0,165 Broadway - 1 Liberty,0,https://www.starbucks.com/store-locator/store/14988/165-broadway-1-liberty-165-broadway-liberty-plaza-new-york-ny-100061404-u,-74.010424,0,0,0,0,1,0,1,212 6086481,0
66292,1,1,1,0,0,1,"{u'RW': u'My Starbucks Rewards', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CL': u'Starbucks Reserve-Clover Brewed', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",40.718233,,0,1,"""180 West Broadway"",""New York, NY 10013""",0,0,W Broadway &amp; Leonard Street,0,https://www.starbucks.com/store-locator/store/66292/w-broadway-leonard-street-180-west-broadway-new-york-ny-100132906-us,-74.00732,1,0,1,0,1,1,1,2123437402,0
113971,1,1,1,0,1,1,"{u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CL': u'Starbucks Reserve-Clover Brewed', u'NB': u'Nitro Cold Brew', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",40.711137,,0,1,"""200 Liberty St"",""L105"",""New York, NY 10006""",0,0,Brookfield Place 1,0,https://www.starbucks.com/store-locator/store/113971/brookfield-place-1-200-liberty-st-new-york-ny-10006-us,-74.01543,0,0,1,0,1,1,1,2125879512,0
17705,1,1,1,1,0,1,"{u'WF': u'Wireless Hotspot', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",40.708729,,0,1,"""115 Broadway"",""New York, NY 10006""",0,0,Broadway &amp; Thames,0,https://www.starbucks.com/store-locator/store/17705/broadway-thames-115-broadway-new-york-ny-100061604-us,-74.011114,0,0,0,0,1,0,1,212-732-9268,0
9218,1,1,1,1,0,1,"{u'WF': u'Wireless Hotspot', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",40.708742,,0,1,"""55 Liberty Street"",""New York, NY 10005""",0,0,Liberty &amp; Nassau,0,https://www.starbucks.com/store-locator/store/9218/liberty-nassau-55-liberty-street-new-york-ny-100051003-us,-74.009508,0,0,0,0,1,0,1,212-227-0372,0
7835,1,0,0,0,0,1,"{u'LU': u'Lunch', u'LB': u'LaBoulange', u'BA': u'Bakery'}",40.709646,,1,0,"""85 West St"",""New York, NY 10006""",0,0,Marriott Financial Center,0,https://www.starbucks.com/store-locator/store/7835/marriott-financial-center-85-west-st-new-york-ny-100061532-us,-74.014614,0,0,0,0,0,0,0,212-266-6162,0
